id,us_votes,non_us_votes,us_rating,non_us_rating,title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt7552784,"
10
","
124
",6.6,6.8,Fågelfångarens Son,2019,Drama,104,Sweden,"Swedish, Faroese, French, Danish",Richard Hobert,Richard Hobert,GF Studios AB,"Rudi Køhnke, Vígdis Eliesersdóttir Hentze Bjørck, Livia Millhagen, Hedda Rehnberg, Mattias Djónason Eidesgaard, Sébastien Courivaud, Ása Pálsdóttir, Hanna Flovensdottir, Laura Joensen, Claus Bue, Jørgen Langhelle, Fía Mortensen, Hans Tórgarð",6.7,109,SEK 22000000.00,NA,NA,NA,1,3
tt7553766,"
21
","
15
",3,4,Trauma Is a Time Machine,2018,Drama,82,USA,English,Angelica Zollo,Angelica Zollo,Constantly Curious Productions,"Augie Duke, Gabe Fazio, Elizabeth A. Davis, Robyn Peterson, Ella Loudon, Max Duane, Joseph Reiver, Karl Scully",2.8,153,$ 85000,NA,NA,NA,NA,NA
tt7554632,"
63
","
266
",3.6,4.2,Girls Guns and Blood,2019,"Action, Comedy",75,USA,English,"Thegin German, Robert Rowland","Jeff O'Brien, Robert Rowland",Gaucho Productions,"Christine Nguyen, Britney Amber, Kleio Valentien, Cody Renee Cameron, Rebecca Love, James W. Evermore, Cherie DeVille, Woody Almazan, Ken Sevier, Bryan Tai Self, Kevin Clayton, Qu Griffin, Jamie Hooks, Chaz Taylor, Danielle Evon Ploeger",2.8,150,NA,NA,NA,NA,8,9
tt7555072,"
135
","
918
",6.1,6.2,Top End Wedding,2019,"Comedy, Romance",113,Australia,"English, Aboriginal, French",Wayne Blair,"Miranda Tapsell, Joshua Tyler",Goalpost Pictures,"Brooklyn Doomadgee, Helena Johnson, Dan Collins, Antonio Tipiloura, Miranda Tapsell, Kerry Fox, Gwilym Lee, Josh McConville, Julie Quick, Carmel Johnson, Tracy Mann, Matt Crook, Huw Higginson, Ursula Yovich, Shari Sebbens",6.2,1371,NA,NA,$ 3681669,NA,39,49
tt7555552,"
5
","
131
",4.3,4.4,Kobieta sukcesu,2018,"Comedy, Romance",106,Poland,Polish,Robert Wichrowski,Hanna Wesierska,Aktiv Media,"Agnieszka Wiedlocha, Mikolaj Roznerski, Julia Wieniawa-Narkiewicz, Bartosz Gelner, Paulina Galazka, Malgorzata Foremniak, Tomasz Karolak, Jedrzej Taranek, Monika Krzywkowska, Ireneusz Czop, Tomasz Oswiecinski, Martyna Peszko, Maciej Mikolajczyk, Andrzej Grabowski, Anna Bielecka",4.6,248,NA,NA,$ 2238561,NA,NA,NA
tt7555774,"
96
","
956
",6.3,6.9,In guerra,2018,Drama,113,France,French,Stéphane Brizé,"Ralph Blindauer, Stéphane Brizé",Nord-Ouest Films,"Vincent Lindon, Mélanie Rover, Jacques Borderie, David Rey, Olivier Lemaire, Isabelle Rufin, Bruno Bourthol, Sébastien Vamelle, Jean-Noel Tronc, Valérie Lamond, Guillaume Daret, Jean Grosset, Frédéric Lacomare, Anthony Pitalier, Séverine Charrie",6.8,1418,NA,$ 4605,$ 2235052,61,3,61
tt7556122,"
15,712
","
56,745
",6.8,6.5,The Old Guard,2020,"Action, Adventure, Fantasy",125,USA,"English, Arabic, French, Italian",Gina Prince-Bythewood,"Greg Rucka, Greg Rucka",Denver and Delilah Productions,"Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari, Luca Marinelli, Chiwetel Ejiofor, Harry Melling, Veronica Ngo, Natacha Karam, Mette Towley, Anamaria Marinca, Micheal Ward, Shala Nyx, Majid Essaidi, Joey Ansah",6.7,98100,NA,NA,NA,70,1513,218
tt7557024,"
88
","
330
",7,6.8,Aravindante Athidhikal,2018,"Comedy, Drama",122,India,Malayalam,M. Mohanan,Rajesh Raghavan,Big Bang Entertainments,"Vineeth Sreenivasan, Sreenivasan, Nikhila Vimal, Urvashi, Aju Varghese, Shantikrishna, Prem Kumar, Baiju, Bijukuttan, Devan, Renith Elamadu, Santhosh Keezhattoor, K.P.A.C. Lalitha, Sreejaya Nair, Kottayam Nazeer",7,952,NA,NA,$ 206091,NA,11,2
tt7557108,"
3,768
","
11,380
",6.8,6.7,Saint Maud,2019,"Drama, Horror, Mystery",84,UK,"English, Welsh",Rose Glass,Rose Glass,Escape Plan Productions,"Morfydd Clark, Jennifer Ehle, Lily Knight, Lily Frazer, Turlough Convery, Rosie Sansom, Marcus Hutton, Carl Prekopp, Noa Bodner, Takatsuna Mukai, Jel Djelal, Joanna Richardson, Jonathan Milshaw, Fiona Thompson, Sona Vyas",6.8,461,NA,NA,NA,76,4,29
tt7558166,"
58
","
39
",3.8,3.3,Trickster,2018,"Horror, Thriller",79,USA,English,Jamie Paolinetti,Jamie Paolinetti,Magnificent Seven Films,"Aimee Auclair, Rebecca Bujko, Debra De Liso, Leigh Grace, Marek Graham, Michael Gregory, John F. Henry II, Erica Jenkins, Josh LaCount, Tim McCord, Shaun Ritter, Tom Simmons, Derek Thompson",3.8,134,$ 110000,NA,NA,NA,5,NA
tt7558302,"
637
","
2,327
",5.5,5.4,Lying and Stealing,2019,"Crime, Drama",100,USA,English,Matt Aselton,"Matt Aselton, Adam Nagata",50 Degrees Entertainment,"Theo James, Emily Ratajkowski, Fred Melamed, Aris Alvarado, Fernanda Andrade, Tim Bader, Joe Bucaro III, Rod Chaouqi, Ray Ray Chase, Mia Cheung, Frank Clem, Taji Coleman, Tomer David, Davie-Blue, Frank Gallegos",5.3,3707,NA,NA,$ 641509,50,25,18
tt7558548,"
24
","
25
",5.6,3.1,Route 80,2018,Drama,93,USA,English,Nick Rapuano,Nick Rapuano,NA,"Joe Longo, Buck Biestek, Corinne Britti, Anthony D'Elia, Liberty Glez, Joe Grant, Ally Matteodo, Martina Mehta, Anique Mercier, Dante Savion, Rebecca Strong",4.7,108,$ 8000,NA,NA,NA,14,NA
tt7561364,"
33
","
66
",3.6,3.7,Bittersweet Symphony,2019,Drama,80,UK,NA,Jamie Adams,Jamie Adams,Dignity Film Finance,"Suki Waterhouse, Jennifer Grey, Poppy Delevingne, Keiron Self, Claire Cage, Craig Roberts, Griffin Dunne, Richard Elis, William Thomas, Gareth Milton, Craig Russell, Siwan Morris",3.6,111,NA,NA,NA,NA,1,4
tt7562334,"
218
","
493
",6.1,5.5,Lady Driver,2020,Sport,104,USA,English,Shaun Paul Piccinino,"John Ducey, Nick Gramenos",ESX Entertainment,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley, Cameron McKendry, Jack Kelly, Seth Meriwether, Christopher Michael Holley, Ellison Ashton-Isa, Chris King Wong, Ali Afshar",6,700,NA,NA,NA,NA,24,6
tt7562932,"
110
","
117
",4.8,4.3,Clara's Ghost,2018,"Comedy, Drama, Family",92,USA,English,Bridey Elliott,Bridey Elliott,Smudge Films,"Paula Niedert Elliott, Chris Elliott, Abby Elliott, Bridey Elliott, Haley Joel Osment, Isidora Goreshter, Bella Bracken, Catherine Lloyd Burns, Nicholas Byers, Francis Capone, Ann Carr, Brett Davis, Josh Fadem, Larry Fessenden, Nick Ford",4.3,255,NA,NA,NA,66,6,15
tt7566518,"
46
","
417
",5.4,5.4,Vision,2018,Drama,109,"Japan, France","English, Japanese, French",Naomi Kawase,Naomi Kawase,Kumie,"Juliette Binoche, Masatoshi Nagase, Takanori Iwata, Minami, Mirai Moriyama, Min Tanaka, Mari Natsuki, Jiji Boo, Kazuko Shirakawa",5.3,569,NA,NA,$ 114146,NA,8,33
tt7568856,"
25
","
38
",9.2,7.5,Baban,2018,Action,120,India,Marathi,Bhaurao Nanasaheb Karhade,Bhaurao Nanasaheb Karhade,Chitraksha Films,"Bhausaheb Shinde, Abhay Chavan, Shital Chavan, Yogesh Dimble, Akshata Gaigaware, Devendra Gaikwad, Gayatri Jadhav, Pranjali Kanzarkar, Mrunal Kulkarni, Chandrakant Raut, Krutika Tulaskar",7.6,213,NA,NA,NA,NA,2,1
tt7569386,"
7
","
44
",3.6,4.8,Kuppathu Raja,2019,"Comedy, Drama",127,India,Tamil,Baba Bhaskar,Baba Bhaskar,S Focuss Production,"G.V. Prakash Kumar, Parthiban, Palak Lalwani, Poonam Bajwa, M.S. Bhaskar, Yogi Babu, R.N.R. Manohar, Jangiri Madhumitha, Aravind Akash, Ajay Raj",4.9,107,NA,NA,$ 5074,NA,NA,2
tt7569660,"
26
","
75
",6.4,6.7,Don't Be a Dick About It,2018,Comedy,69,USA,English,Ben Mullinkosson,NA,Whitelist,NA,6.9,118,NA,NA,NA,NA,1,4
tt7571726,"
70
","
123
",5.4,5.8,Drive Me Home - Portami a casa,2018,Drama,94,Italy,"Italian, English, Dutch, German",Simone Catania,"Fabio Natale, Simone Catania",Inthelfilm,"Vinicio Marchioni, Marco D'Amore, Jennifer Ulrich, Chiara Muscato, Lou Castel, Nicola Adobati, Malice Omondi Atteno, Ben Kerremans, Dieter Kerreman, Vittorio Magazzù Tamburello, Francesco Bianco, Jacopo Vinci, Gabriele Vinci, Sofia Bellucci, Chiara Ombelli",5.7,138,NA,NA,$ 18781,NA,1,14
tt7571992,"
33
","
745
",6.3,6.4,Nyitva,2018,"Comedy, Drama, Romance",95,Hungary,Hungarian,Orsi Nagypal,Orsi Nagypal,Megafilm,"Csilla Radnay, Lehel Kovács, Bori Péterfy, András Ötvös, Adél Jordán, Laura Lénárdt, Bence Brasch, Zsanett Andrádi, Csaba Gerner, László Katona, Nóra Parti, Eszter Tóth, Katalin Takács, Zoltán Tamási, Rita Fejes",6.5,1134,HUF 317000000.00,NA,$ 263485,NA,4,1
tt7575440,"
23
","
302
",6.1,5.4,Miamor perdido,2018,Comedy,103,Spain,Spanish,Emilio Martínez Lázaro,"Miguel Esteban, Clara Martínez-Lázaro",Discontinuo La Película,"Dani Rovira, Michelle Jenner, Vito Sanz, María Hinojosa, Antonio Resines, Will Shephard, Pablo Carbonell, Daniel Pérez Prada, Maite Sandoval, Antonio Dechent, Javivi, Agustín Jiménez, Mariona Terés, Almar G. Sato, Veki Velilla",5.2,488,NA,NA,$ 1548278,NA,2,2
tt7575778,"
49
","
439
",7.1,7,Nichinichi kore kôjitsu,2018,Drama,100,Japan,Japanese,Tatsushi Ohmori,"Noriko Morishita, Tatsushi Ohmori",Yoake Pictures,"Haru Kuroki, Mikako Tabe, Kirin Kiki, Mayu Harada, Saya Kawamura, Fuyuka Kooriyama, Chihiro Okamoto, Megumi Takizawa, Shingo Tsurumi, Mayu Tsuruta, Mizuki Yamashita",7.1,598,NA,NA,$ 9566310,NA,6,8
tt7576426,"
8
","
86
",4.3,4.9,Ma mère est folle,2018,"Comedy, Drama",95,"Belgium, France",French,Diane Kurys,"Sacha Sperling, Pietro Caracciolo",Alexandre Films,"Fanny Ardant, Vianney, Patrick Chesnais, Arielle Dombasle, Jules Rotenberg, Quentin Minon, Ella Leyers, Karim Barras, François Neycken, Roda Fawaz, Bart Harder, Spencer Bogaert, Georges Siatidis, Philippe Dumoulin",4.9,101,NA,NA,$ 447679,NA,2,2
tt7578566,"
293
","
733
",6.9,6.4,Scooby-Doo & Batman: The Brave and the Bold,2018,"Animation, Action, Comedy",75,USA,English,Jake Castorena,"James Tucker, Paul Giacoppo",DC Entertainment,"Frank Welker, Grey Griffin, Matthew Lillard, Diedrich Bader, Kate Micucci, Jeff Bennett, Jeffrey Combs, John DiMaggio, Nika Futterman, Nicholas Guest, John Michael Higgins, Tom Kenny, Kevin Michael Richardson, Tara Strong, Fred Tatasciore",6.6,1485,NA,NA,NA,NA,11,7
tt7579446,"
61
","
92
",5.3,5,Tuscaloosa,2019,Drama,101,USA,English,Philip Harder,"Philip Harder, Glasgow Phillips",Cinedigm,"Natalia Dyer, Tate Donovan, Devon Bostick, Birgundi Baker, Ella Rae Peck, Nathan Phillips, Bruce Bohne, YG, Marchánt Davis, Paul Cram, Valerie Rose, John Murray, James Craven, Sergio Rockstar, Zay Cram",5.1,147,NA,NA,NA,NA,5,8
tt7580598,"
137
","
658
",7,5,F20,2018,"Action, Romance, Thriller",90,Croatia,Croatian,Arsen A. Ostojic,Hrvoje Sadaric,Filmosaurus Rex,"Filip Mayer, Romina Tonkovic, Mladen Vulic, Alen Liveric, Lana Ujevic, Robert Budak, Alen Salinovic, Alma Prica, Boris Miholjevic, Ksenija Marinkovic, Goran Grgic, Bruna Blaic, Danijela Davidovic, Bojan Kovacevic, Lujo Kuncevic",5.3,578,NA,NA,$ 22165,NA,12,17
tt7580994,"
23
","
59
",3.4,3.9,Ye Mantram Vesave,2018,Drama,123,India,Telugu,Shridhar Marri,NA,Golisoda Films,"Vijay Deverakonda, Aditya, Akshay, Anjali, Anusha, Sreenu Babu, Nalla Balu, Aashish Raj Bidkikar, Henna Chopra, Nilakshi Dutta, Udai Kiran, Udai Kiran, Krishna, Suresh Kumar, Lakshmi",3.9,152,NA,NA,NA,NA,2,1
tt7581552,"
324
","
1,002
",7.9,7.6,Unda,2019,"Action, Comedy, Thriller",130,India,Malayalam,Khalid Rahman,"Khalid Rahman, Harshad",Moviee Mill,"Mammootty, Asif Ali, Dileesh Pothan, Renjith, Shine Tom Chacko, Easwari Rao, Kalabhavan Shajohn, Jacob Gregory, Omkar Das Manikpuri, Lukman Lukku, Bhagwan Tiwari, Arjun Asokan, Vinay Forrt, Sudhi Koppa, Sohan Seenulal",8,2981,INR 80000000,NA,$ 496417,NA,52,5
tt7581572,"
277
","
1,175
",8.2,8.1,Sudani from Nigeria,2018,"Comedy, Sport",123,India,Malayalam,Zakariya Mohammed,"Zakariya Mohammed, Zakariya Mohammed",Happy Hours Entertainments,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sreedharan, Sarasa Balussery, K.T.C. Abdullah, Aneesh Menon, Najeeb Kuttippuram, Lukman Lukku, Abhiram Pothuval, Navas Vallikkunnu",8.2,3016,$ 200000,NA,$ 809541,NA,38,11
tt7581902,"
1,533
","
6,121
",7.1,6.8,Sonu Ke Titu Ki Sweety,2018,"Comedy, Romance",138,India,Hindi,Luv Ranjan,"Rahul Mody, Luv Ranjan",T-Series,"Kartik Aaryan, Nushrat Bharucha, Sunny Singh Nijjar, Alok Nath, Madhumalti Kapoor, Ishita Raj, Pawan Chopra, Ayesha Raza, Deepika Amin, Rajesh Jais, Virendra Saxena, Alexandra, Mukesh Bhatt, Shibesh Debnath, Anjum Gulati",7.1,18797,NA,NA,$ 864301,NA,119,14
tt7582962,"
116
","
211
",6.2,4.9,Parole,2018,Drama,150,India,Malayalam,Sharrath Sandith,Ajith Poojappura,Antony D Cruz Entertainment,"Mammootty, Siddique, Suraj Venjaramoodu, Iniya, Mia George, Alencier Ley Lopez, Anil Nedumangad, Binu Adimali, Lalu Alex, Jennifer Antony, Chempil Asokan, Kalasala Babu, Nebish Benson, Kalabhavan Haneef, Hariprashanth",5.3,647,NA,NA,$ 53446,NA,6,3
tt7583274,"
53
","
272
",5.1,4.8,Kill Ben Lyk,2018,"Comedy, Mystery, Thriller",77,"UK, France",English,Erwan Marinopoulos,"Jean-Christophe Establet, Oliver Maltman",ZORG Studios,"Martyn Ford, Bronson Webb, Eugene Simon, Simone Ashley, Dimitri Leonidas, Gretchen Egolf, Andrew Hall, Scroobius Pip, Ashley Thomas, Charlie Rawes, Meena Rayann, Bruce Mackinnon, Daz Black, Adam Astill, Alexandra Naoum",4.8,370,NA,NA,NA,NA,14,12
tt7583568,"
18
","
61
",6.3,6.8,La Negrada,2018,Drama,104,Mexico,Spanish,Jorge Pérez Solano,Jorge Pérez Solano,Tirisia Cine,NA,6.7,122,NA,NA,NA,NA,1,1
tt7584702,"
618
","
1,122
",5.2,4.8,Wake Up - Il risveglio,2019,"Action, Crime, Thriller",92,USA,English,Aleksandr Chernyaev,Elana Zeltser,Archer Film Productions,"Jonathan Rhys Meyers, William Forsythe, Francesca Eastwood, Malik Yoba, James Austin Kerr, Adina Galupa, Erin Herring, Ginger Gilmartin, David C Tam, Cheyenne Rose Martin, Kaye Brownlee-France, Charles Walker, Mike Page, C. Neil Davenport, Tom Partain",5,2417,NA,NA,NA,NA,93,8
tt7585270,"
102
","
410
",6.9,6.4,Theevandi,2018,Comedy,144,India,Malayalam,Fellini T.P.,Vini Vishwa Lal,August Cinema,"Tovino Thomas, Samyuktha Menon, Suraj Venjaramoodu, Saiju Kurup, Muhammed Musthafa, Vijilesh Karayad, Neena Kurup, Jaffer Idukki, Shammi Thilakan, Rajesh Sharma, Surabhi Lakshmi, Aneesh Gopal, Sudheesh, Manu Pillai, Sumangal",6.6,1184,NA,NA,$ 3614,NA,18,5
tt7585540,"
23
","
136
",5.5,4.9,Kuttanadan Marpappa,2018,"Comedy, Drama",140,India,Malayalam,Sreejith Vijayan,Sreejith Vijayan,Achicha Cinemas,"Kunchacko Boban, Aditi Ravi, Shantikrishna, Innocent, Dharmajan Bolgatty, Ramesh Pisharody, Surabhi Santhosh, Salim Kumar, Soubin Shahir, Aju Varghese, Tini Tom, Binu Adimali, Sunil Babu, Sasi Kalinga, Hareesh Kanaran",5.1,337,NA,NA,$ 127843,NA,3,2
tt7587282,"
109
","
391
",5.9,6.5,Port Authority,2019,Drama,94,"USA, France",English,Danielle Lessovitz,Danielle Lessovitz,Madeleine Films,"Fionn Whitehead, Leyna Bloom, McCaul Lombardi, Louisa Krause, Eddie Plaza, William Dufault, Stephen Cavalieri, Taliek Jeqon, Devon Carpenter, Azza Melton, Christopher Quarles, Precious Ebony, Lawrence Snookie Taylor, Courtney Marie McCotter, Brett Smith",6.5,384,NA,NA,$ 61744,69,6,11
tt7587356,"
9
","
54
",4.6,4.5,Un Papá Pirata,2019,"Comedy, Drama",94,Mexico,Spanish,Humberto Hinojosa Ozcariz,"Yibran Asuad, Anton Goenechea",Tigre Pictures,"Juan Pablo Medina, Andrés Almeida, Miguel Rodarte, Marcela Guirado, Natasha Dupeyrón, Luis de La Rosa, Ernesto Laguardia, Dominika Paleta, Paco Rueda, Alfonso Borbolla, Adal Ramones, Slobotzky, Gabriel Nuncio, Rodrigo Corea",4.5,113,NA,NA,$ 309505,NA,1,3
tt7587876,"
572
","
1,892
",6.5,6.7,Le cose che non ti ho detto,2019,"Drama, Romance",100,UK,English,William Nicholson,William Nicholson,Immersiverse,"Annette Bening, Bill Nighy, Josh O'Connor, Aiysha Hart, Ryan McKen, Joe Citro, Sally Rogers, Nicholas Burns, Steven Pacey, Derren Litten, Rose Keegan, Finn Bennett, Nicholas Blane",6.6,1151,NA,$ 104732,$ 374519,58,31,44
tt7587984,"
135
","
702
",5,4.9,The Knight of Shadows: Between Yin and Yang,2019,"Action, Adventure, Family",109,China,Mandarin,Vash,Boham Liu,Golden Shore Films & Television,"Jackie Chan, Elane Zhong, Ethan Juan, Peng Lin, Po-Hung Lin, Shan Qiao, Charles Luu, Lance Luu, Mark Luu, Changjiang Pan, King-Tan Yuen, Yuan Jiang, Kevin Ta",4.9,1085,NA,NA,$ 22774256,NA,21,20
tt7589524,"
1,130
","
3,990
",6.4,6.2,Aniara,2018,"Drama, Sci-Fi",106,"Sweden, Denmark, USA","Swedish, Spanish, English","Pella Kagerman, Hugo Lilja","Pella Kagerman, Hugo Lilja",Film Capital Stockholm,"Emelie Garbers, Bianca Cruzeiro, Arvin Kananian, Anneli Martini, Jennie Silfverhjelm, Emma Broomé, Jamil Drissi, Leon Jiber, Peter Carlberg, Juan Rodríguez, David Nzinga, Dakota Trancher Williams, Otis Castillo Ålhed, Dante Westergårdh, Elin Lilleman Eriksson",6.2,5241,NA,$ 40124,$ 40124,61,95,71
tt7589670,"
82
","
287
",5.8,6.1,Chalo,2018,"Action, Comedy, Family",145,India,Telugu,Venky Kudumula,"Venky Kudumula, Venky Kudumula",Ira Creations,"Naga Shaurya, Rashmika Mandanna, Achyuth Kumar, Mime Gopi, V.K. Naresh, Pragathi, Viva Harsha, Satya, Raghu Babu, Vennela Kishore, Praveen, Krishna Murali Posani, Motta Rajendran, Inturi Vasu, Swapnika",6.4,824,INR 10500000,NA,$ 24740,NA,6,4
tt7590074,"
112
","
950
",6.6,6.7,Mrs Lowry & Son,2019,"Biography, Drama, History",91,UK,English,Adrian Noble,Martyn Hesford,Genesius Pictures,"Vanessa Redgrave, Timothy Spall, Stephen Lord, David Schaal, Wendy Morgan, Michael Keogh, Joanne Pearce, Jon Furlong, John Alan Roberts, Rose Noble, Kíla Lord Cassidy, Paul Bergquist, Giselle Cullinane, Amanda Higson, Jennifer Banks",6.7,1273,NA,NA,$ 1903178,42,49,33
tt7590334,"
23
","
48
",3.8,3.6,Made in Malta,2019,Romance,80,"Australia, Malta",English,Julian Galea,Julian Galea,Galea Pictures,"Greg Audino, Elena Babicheva, Ariadna Cabrol, Julian Galea, Jonathon Matta, Joseph Micheals, Charlie Mortimer, Nicolò Tagliabue, Scott Tweedie",3.7,103,NA,NA,NA,NA,8,2
tt7591430,"
41
","
642
",6.3,7.6,Summer Survivors,2018,Drama,91,Lithuania,Lithuanian,Marija Kavtaradze,Marija Kavtaradze,M-Films,"Adrija Cepaite-Palsauskiene, Gelmine Glemzaite, Vilija Grigaityte, Giedre Gudeikiene, Giedrius Jursys, Larisa Kalpokaite, Karolis Kaupinis, Danas Kavaliauskas, Tekle Kavtaradze, Giedrius Kiela, Ligita Kondrotaite, Jurgis Marcenas, Paulius Markevicius, Inga Maskarina, Darius Meskauskas",7.7,979,NA,NA,$ 156984,NA,4,5
tt7592758,"
53
","
115
",6,5.2,Parchi,2018,"Action, Comedy, Crime",137,Pakistan,Urdu,Azfar Jafri,Shafqat Khan,IRK Films,"Hareem Farooq, Shafqat Cheema, Ahmed Ali Akbar, Usman Mukhtar, Ali Rehman Khan, Shafqat Khan, Mahenur Haider, Mojiz Hasan, Umer Alam, Faizan Sheikh, Salmaan Shaukat, Faiza Saleem",5.7,419,NA,$ 69431,$ 77110,NA,22,NA
tt7594378,"
34
","
84
",5.7,4.8,Kalyanam,2018,"Comedy, Romance",116,India,Malayalam,"Rajesh Nair, Usha Rajesh","Summesh Maddhu, Rajesh Nair",Sri Sathya Sai Arts,"Shravan Mukesh, Varsha Bollamma, Sreenivasan, Mukesh, Hareesh Kanaran, Jacob Gregory, Dharmajan Bolgatty, Maala Parvathi, Asha Aravind, Sudheer Karamana, Saiju Kurup, Saju Navodaya, Indrans, Pradeep Kottayam, Anil Nedumangad",5.5,317,NA,NA,NA,NA,5,2
tt7594568,"
6
","
291
",5.5,6,De Matchmaker,2018,"Comedy, Drama, Family",92,"Netherlands, Belgium",Dutch,Jeroen Houben,"Hugh Travers, Jeroen Houben",A Private View,"Ariane Schluter, Benja Bruijning, Georgina Verbaan, Sanne den Hartogh, Eva van de Wijdeven, Loes Luca, Slimane Dazi, Gene Bervoets, Annet Malherbe, Xander van Vledder, Kasper van Kooten, Leny Breederveld, Hajo Bruins, Steef Cuijpers, Oscar de Lint",6,398,NA,NA,$ 945705,NA,1,3
tt7594584,"
246
","
868
",5.4,4.8,Maria,2019,"Action, Drama, Thriller",90,Philippines,"Tagalog, Filipino, English",Pedring Lopez,"Pedring Lopez, Yz Carbonell",BlackOps Studios Asia,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb, Guji Lorenzana, Johanna Rish Tongcua, Jennifer Lee, Cindy Miranda, Andrea Del Rosario, Miel Manalang, Johnny Revilla, Ronnie Liang, L.A. Santos, Enzo De Guia",5,1621,$ 1200000,NA,NA,NA,60,25
tt7595276,"
78
","
299
",3.5,3.2,Survival Box,2019,Thriller,85,Canada,English,William Scoular,Ashlin Halfnight,King Key Movies,"Boris Bilic, Rod Black, Michala Brasseur, Jessica Cummings, Jake Kenny-Byrne, Tori Khalil, Alfredo Kondraski, Claire Lacey, Adam Moryto, Huxley Scheib, Sebastian Scoular-Stajic, Anne-Marie Sweeney, Paul Syrstad, Daniel von Diergardt, María José Zuniga",3,591,CAD 579061,NA,NA,NA,29,14
tt7596220,"
111
","
225
",5.4,5.4,Auggie,2019,"Drama, Sci-Fi",81,USA,English,Matt Kane,"Matt Kane, Marc Underhill",Thundercane Productions,"Larisa Oleynik, Richard Kind, Christen Harper, Susan Blackwell, Christine Donlon, Carrie Gibson, Steven Robertson, James C. Victor, Chris Devlin, Simone Policano, Tallulah Sheffield, Matt Hetherington, Katie Curri, Bahiyah Hibah, Ian Kane",5.3,399,NA,NA,NA,44,12,14
tt7596680,"
110
","
254
",4.8,4.4,Run This Town,2019,Drama,99,Canada,English,Ricky Tollman,Ricky Tollman,CounterNarrative Films,"Ben Platt, Mena Massoud, Damian Lewis, Nina Dobrev, Scott Speedman, Jennifer Ehle, Gil Bellows, Lauren Collins, David Eisner, Hamza Haq, Kathryn Greenwood, Emmanuel Kabongo, Rebecca Liddiard, Araya Mengesha, Katy Breier",4.4,403,NA,NA,NA,57,13,28
tt7597486,"
16
","
613
",6,5.7,Norske byggeklosser,2018,Comedy,99,Norway,Norwegian,Arild Fröhlich,"Atle Antonsen, Arild Fröhlich",74 Entertainment,"Ine F. Jansen, Anders Baasmo Christiansen, Atle Antonsen, Anne Marit Jacobsen, Saulius Donelavicius, Hege Schøyen, Laila Goody, Ida Ursin-Holm, Thea Stabell",5.8,867,NOK 17500000.00,NA,$ 3741780,NA,3,6
tt7598076,"
76
","
1,024
",5.4,5.4,Curiosa,2019,"Biography, Drama, History",107,France,French,Lou Jeunet,"Lou Jeunet, Raphaëlle Desplechin",Curiosa Films,"Noémie Merlant, Niels Schneider, Benjamin Lavernhe, Camélia Jordana, Amira Casar, Scali Delpeyrat, Emilien Diard-Detoeuf, Mathilde Warnier, Mélodie Richard, Damien Bonnard, Guilhem Fabre, Alexia Giordano, Akkram Soussi, Manuel Senra, Charlotte Bigeard",5.4,1261,NA,NA,$ 114430,NA,6,11
tt7600294,"
47
","
57
",2.8,2.9,Schoolhouse,2018,"Horror, Thriller",90,USA,English,Steven Perez,"Jennifer Perez, Steven Perez",Blackhall Entertainment Ventures,"Scott Rosenfeld, Paige Hullett, Cameron Chester, Daniel Annone, Christian Scholfield, Michael Anthony Bagozzi, Amber Neukum, Tyler Buckingham, Chris Charm, Mary Claire Klooster, Marshall Seese Jr.",2.8,144,NA,NA,NA,NA,13,NA
tt7600382,"
454
","
1,569
",7.1,6.9,La campionessa - Ride Like a Girl,2019,"Biography, Drama, Sport",98,Australia,English,Rachel Griffiths,"Andrew Knight, Elise McCredie",Magdalene Media,"Teresa Palmer, Sam Neill, Sullivan Stapleton, Magda Szubanski, Brooke Satchwell, Damien Garvey, Sophia Forrest, Aaron Glenane, Henry Nixon, Shane Bourne, Jacob Warner, Genevieve Morris, Amy Christian, Zara Zoe, Tony Rickards",7,2387,NA,NA,$ 8515820,47,62,44
tt7600706,"
56
","
514
",5.5,5.9,Chanson douce,2019,"Crime, Drama",100,France,French,Lucie Borleteau,"Lucie Borleteau, Lucie Borleteau",Why Not Productions,"Karin Viard, Leïla Bekhti, Antoine Reinartz, Assya Da Silva, Noëlle Renaude, Rehab Mehal, Calypso Peretjatko, Benjamin Patissier, Max Patissier, Laure Giappiconi, Claire Dumas, Coralie Russier, Myra Celestino, Monica Lopez, Françoise Marie",5.9,491,NA,NA,$ 1657117,NA,NA,12
tt7601296,"
155
","
214
",3.2,3.3,The Legend of Halloween Jack,2018,"Horror, Thriller",90,UK,English,Andrew Jones,Andrew Jones,North Bank Entertainment,"Jason Gregg, Lee Bane, Jo Hart, Megan Lockhurst, Harriet Rees, Aaron Jeffcoate, Doug Cooper, Jamie Knox, Ed Zephyr, Colin Holt, Robert Graham, Jared Morgan, Sarah John, Ryan Michaels, Christopher Bennett",3.4,609,$ 300000,NA,NA,NA,41,3
