id,us_votes,non_us_votes,us_rating,non_us_rating
tt10699362,"
296
","
1,219
",6.7,6.9
tt10702760,"
247
","
836
",8.4,8.3
tt10703752,"
65
","
327
",6.5,6.9
tt10706640,"
9
","
46
",4.9,6.4
tt10709232,"
87
","
450
",5.9,6.0
tt10709404,"
69
","
310
",6.0,5.8
tt10709742,"
13
","
297
",2.4,3.6
tt10710246,"
69
","
1,767
",7.4,8.0
tt10711648,"
148
","
705
",7.0,6.6
tt10713402,"
76
","
94
",5.8,5.4
tt10713818,"
8
","
87
",6.9,7.2
tt10714856,"
919
","
3,497
",6.3,6.1
tt10715194,"
57
","
550
",5.5,5.3
tt10715974,"
30
","
264
",8.3,7.4
tt10717738,"
316
","
1,580
",7.9,7.7
tt10726604,"
98
","
533
",6.3,6.0
tt10726756,"
18
","
129
",6.5,6.9
tt10728764,"
341
","
1,673
",5.7,6.4
tt10731748,"
134
","
974
",4.2,5.0
tt10731866,"
22
","
75
",7.1,7.0
tt10734928,"
92
","
504
",6.8,7.2
tt10735202,"
173
","
893
",7.6,7.5
tt10735778,"
20
","
356
",6.8,8.0
tt10738914,"
52
","
200
",5.4,2.9
tt10740584,"
116
","
143
",4.1,3.5
tt10742222,"
4
","
26
",1.0,1.2
tt10746876,"
17
","
144
",3.6,5.3
tt10747038,"
37
","
239
",6.3,6.5
tt10749760,"
72
","
458
",6.0,7.2
tt10749786,"
113
","
869
",6.1,6.7
tt10749998,"
45
","
275
",5.1,4.8
tt10750020,"
70
","
344
",5.4,5.3
tt10751548,"
7
","
35
",4.2,5.4
tt10756374,"
1,202
","
1,749
",5.5,5.0
tt10757976,"
4
","
135
",3.7,4.7
tt10758544,"
17
","
118
",1.8,5.9
tt10761012,"
7
","
359
",4.7,5.1
tt10763618,"
192
","
1,027
",7.1,7.0
tt10763826,"
552
","
716
",7.6,7.0
tt10763914,"
3
","
79
",7.3,6.3
tt10764458,"
25
","
87
",3.5,3.2
tt10765852,"
102
","
610
",8.7,8.5
tt10767168,"
730
","
2,394
",6.5,6.6
tt10767426,"
82
","
1,223
",6.6,6.6
tt10767976,"
17
","
48
",8.5,7.9
tt10768678,"
287
","
687
",7.6,7.0
tt10772304,"
43
","
43
",2.2,1.7
tt10772876,"
6
","
54
",4.0,4.9
tt10773090,"
318
","
1,174
",5.8,5.4
tt10773114,"
28
","
314
",7.5,7.2
tt10776270,"
118
","
276
",6.1,5.7
tt10776598,"
21
","
123
",4.1,5.7
tt10778840,"
129
","
481
",6.3,5.7
tt10783920,NA,"
13
",-,5.8
tt10785310,"
30
","
230
",6.4,6.2
tt10789322,"
17
","
51
",3.8,3.9
tt10791138,"
6
","
37
",8.8,7.7
tt10793644,"
804
","
2,652
",6.1,5.6
tt10800286,NA,"
92
",-,3.9
tt10800758,"
123
","
445
",6.3,5.7
tt10801042,"
23
","
98
",6.0,5.9
tt10801196,"
23
","
80
",6.5,6.0
tt10801314,"
9
","
167
",3.9,4.1
tt10801398,"
120
","
258
",5.8,5.1
tt10804178,"
41
","
743
",7.3,6.9
tt10805432,"
159
","
1,088
",6.6,6.7
tt10806028,"
6
","
260
",3.6,3.6
tt10806810,"
61
","
48
",4.4,3.9
tt10808294,"
106
","
114
",6.2,6.2
tt10810730,"
9
","
95
",3.9,4.6
tt10814494,"
11
","
56
",5.0,5.6
tt10814876,"
61
","
475
",3.5,5.8
tt10816484,"
217
","
1,428
",4.3,6.8
tt10816510,"
325
","
669
",6.3,4.1
tt10817348,"
122
","
289
",4.0,3.2
tt10818092,"
6
","
213
",3.4,2.7
tt10833860,"
9
","
74
",6.9,5.9
tt10834986,"
118
","
491
",7.4,7.6
tt10836760,"
12
","
180
",5.9,5.4
tt10839434,"
3
","
127
",4.0,5.8
tt10843306,"
1,181
","
2,558
",5.6,5.2
tt10843814,"
84
","
91
",3.7,2.8
tt10845262,"
111
","
657
",6.8,7.5
tt10846772,"
35
","
181
",4.5,4.4
tt10849514,"
92
","
403
",7.1,7.2
